Transaction_id,User_id,Date_cleaned,Transaction_Type,Category_Clean,Amount_Clean,Is_Refund,is_Outlier,Payment_Mode_Clean,Location_Clean
T5668,U108,2021-12-23,Expense,Freelance,3030,NO,NO,CARD,Jaipur
T3553,U075,2022-01-30,Expense,Travel,40467,NO,NO,UNKNOWN,Pune
T9528,U088,2022-09-21,Expense,Savings,6625,NO,NO,CASH,Unknown
T7843,U004,2022-02-04,Expense,Health,10800,NO,NO,CASH,Pune
T11709,U076,2021-08-13,Expense,Rent,8207,NO,NO,BANK TRANSFER,Mumbai
T2441,U109,2021-06-29,Expense,Food,9405,NO,NO,BANK TRANSFER,Chennai
T6220,U017,2023-09-30,Expense,Health,3414,NO,NO,CARD,Pune
T2423,U019,2024-09-13,Expense,Entertainment,9432,NO,NO,BANK TRANSFER,Chennai
T9808,U129,2024-08-19,Expense,Utilities,9030,NO,NO,UPI,Chennai
T8599,U035,2024-11-30,Expense,Salary,2898,NO,NO,BANK TRANSFER,Bangalore
T8783,U073,2021-06-14,Expense,Travel,179,NO,NO,BANK TRANSFER,Pune
T3945,U084,2023-07-27,Expense,Uncategorised,8892,NO,NO,BANK TRANSFER,Delhi
T0129,U102,2022-08-20,Expense,Food,4692,NO,NO,CARD,Bangalore
T7253,U044,2022-04-23,Expense,Bonus,3210,NO,NO,CARD,Kolkata
T5916,U038,2024-05-17,Expense,Rent,3872,NO,NO,CASH,Kolkata
T9978,U110,2022-03-20,Expense,Food,734,NO,NO,UPI,Delhi
T1896,U120,2024-01-05,Expense,Bonus,2778,NO,NO,CARD,Mumbai
T7978,U036,2022-08-25,Expense,Food,6278,NO,NO,BANK TRANSFER,Jaipur
T13762,U105,2023-07-17,Expense,Rent,738,NO,NO,UNKNOWN,Bangalore
T4359,U016,2022-07-03,Expense,Utilities,9570,NO,NO,BANK TRANSFER,Bangalore
T2714,U116,2023-09-04,Expense,Utilities,5695,NO,NO,CASH,Chennai
T8250,U120,2024-08-04,Expense,Food,4117,NO,NO,BANK TRANSFER,Unknown
T2526,U107,2023-02-23,Expense,Travel,6933,NO,NO,UNKNOWN,Ahmedabad
T1213,U056,2024-02-12,Expense,Travel,9900,NO,NO,BANK TRANSFER,Lucknow
T7531,U149,2024-11-07,Expense,Travel,6620,NO,NO,CASH,Delhi
T2208,U149,2022-08-27,Expense,Food,6590,NO,NO,BANK TRANSFER,Jaipur
T5156,U041,2022-05-14,Expense,Rent,7032,NO,NO,BANK TRANSFER,Pune
T5709,U107,2023-07-21,Expense,Food,9309,NO,NO,UPI,Delhi
T2489,U025,2024-03-13,Expense,Salary,7480,NO,NO,CASH,Lucknow
T1641,U143,2024-02-02,Expense,Others,6749,NO,NO,UPI,Chennai
T9888,U041,2024-09-20,Expense,Travel,4823,NO,NO,UPI,Jaipur
T7724,U116,2023-11-04,Income,Food,63167,NO,NO,CASH,Hyderabad
T5387,U141,2021-07-01,Expense,Freelance,7323,NO,NO,CASH,Jaipur
T13208,U091,2024-03-30,Expense,Travel,1869,NO,NO,CARD,Pune
T0401,U078,2023-11-01,Expense,Travel,1064,NO,NO,UPI,Chennai
T8146,U019,2022-10-21,Expense,Food,5143,NO,NO,BANK TRANSFER,Hyderabad
T9179,U089,2024-03-09,Expense,Uncategorised,3414,NO,NO,CASH,Hyderabad
T0619,U046,2021-09-27,Expense,Rent,1121,NO,NO,CARD,Hyderabad
T4665,U037,2022-11-19,Expense,Utilities,761,NO,NO,UPI,Hyderabad
T6291,U010,2024-08-02,Expense,Investment,7200,NO,NO,CARD,Lucknow
T6314,U034,2021-07-08,Expense,Freelance,6375,NO,NO,CARD,Lucknow
T13664,U135,2021-01-23,Expense,Entertainment,1406,NO,NO,CARD,Kolkata
T12345,U048,2021-12-22,Expense,Food,27387,NO,NO,BANK TRANSFER,Unknown
T1846,U100,2021-01-15,Expense,Rent,8909,NO,NO,UNKNOWN,Mumbai
T6829,U128,2022-09-23,Expense,Food,5095,NO,NO,CASH,Ahmedabad
T9308,U102,2022-01-16,Expense,Savings,9284,NO,NO,CASH,Kolkata
T9477,U149,2022-09-09,Expense,Entertainment,9665,NO,NO,UPI,Lucknow
T1771,U123,2021-03-23,Expense,Rent,3957,NO,NO,CARD,Kolkata
T2468,U092,2024-12-22,Expense,Food,9311,NO,NO,CARD,Unknown
T10657,U143,2023-07-10,Expense,Education,0,NO,NO,UPI,Unknown
T2272,U125,2023-03-08,Expense,Education,2634,NO,NO,CARD,Kolkata
T13981,U025,2023-05-18,Income,Rent,36318,NO,NO,CASH,Chennai
T4693,U018,2022-05-09,Income,Food,32174,NO,NO,BANK TRANSFER,Jaipur
T2899,U078,2023-12-12,Expense,Rent,2741,NO,NO,UPI,Lucknow
T0245,U144,2022-06-12,Expense,Travel,9535,NO,NO,UPI,Jaipur
T5025,U076,2022-11-14,Income,Salary,51548,NO,NO,CARD,Bangalore
T7792,U134,2021-12-30,Expense,Bonus,3784,NO,NO,CARD,Lucknow
T4330,U083,2024-01-30,Expense,Entertainment,9507,NO,NO,CARD,Pune
T11121,U015,2021-03-18,Expense,Rent,8136,NO,NO,CARD,Lucknow
T11550,U069,2021-11-20,Expense,Rent,5163,NO,NO,CARD,Lucknow
T6147,U067,2023-07-08,Income,Health,54871,NO,NO,BANK TRANSFER,Ahmedabad
T6745,U127,2022-04-24,Expense,Utilities,5832,NO,NO,CASH,Pune
T2077,U094,2023-06-28,Expense,Food,545,NO,NO,CARD,Bangalore
T7290,U032,2021-06-13,Expense,Uncategorised,3437,NO,NO,BANK TRANSFER,Delhi
T1470,U087,2024-10-25,Expense,Travel,6329,NO,NO,BANK TRANSFER,Lucknow
T0216,U073,2021-05-19,Expense,Rent,5560,NO,NO,CASH,Hyderabad
T7623,U079,2021-04-15,Expense,Food,8244,NO,NO,BANK TRANSFER,Lucknow
T11605,U028,2021-12-19,Expense,Utilities,7287,NO,NO,CASH,Chennai
T11413,U078,2021-03-20,Expense,Freelance,2543,NO,NO,BANK TRANSFER,Ahmedabad
T12078,U085,2021-11-04,Expense,Health,7855,NO,NO,UPI,Ahmedabad
T4921,U011,2021-06-14,Income,Education,27861,NO,NO,CARD,Mumbai
T8904,U068,2021-05-09,Expense,Rent,8245,NO,NO,CASH,Lucknow
T9862,U033,2022-01-31,Expense,Food,7746,NO,NO,BANK TRANSFER,Mumbai
T8249,U060,2023-04-28,Income,Freelance,78447,NO,NO,UPI,Ahmedabad
T6305,U076,2021-02-23,Expense,Entertainment,6196,NO,NO,BANK TRANSFER,Delhi
T1555,U112,2023-08-07,Expense,Education,1450,NO,NO,CARD,Hyderabad
T11327,U052,2023-01-22,Expense,Food,3833,NO,NO,BANK TRANSFER,Pune
T11728,U022,2022-09-01,Income,Entertainment,56876,NO,NO,BANK TRANSFER,Pune
T9690,U071,2021-12-08,Income,Education,24394,NO,NO,BANK TRANSFER,Jaipur
T12983,U099,2024-04-20,Expense,Education,49503,NO,NO,UPI,Kolkata
T3462,U057,2022-06-21,Expense,Food,6776,NO,NO,UPI,Lucknow
T11038,U058,2023-06-03,Expense,Travel,9713,NO,NO,BANK TRANSFER,Pune
T9021,U122,2024-02-25,Expense,Utilities,6055,NO,NO,UPI,Jaipur
T12181,U118,2021-10-11,Expense,Food,7019,NO,NO,BANK TRANSFER,Kolkata
T11579,U006,2024-04-06,Expense,Travel,47633,NO,NO,BANK TRANSFER,Lucknow
T7755,U069,2024-11-07,Expense,Food,9337,NO,NO,UPI,Hyderabad
T7407,U126,2022-04-29,Expense,Rent,21948,NO,NO,BANK TRANSFER,Pune
T1564,U042,2024-06-13,Expense,Uncategorised,1357,NO,NO,UPI,Unknown
T12057,U121,2024-03-30,Income,Salary,77481,NO,NO,BANK TRANSFER,Kolkata
T2158,U123,2023-09-07,Expense,Others,9474,NO,NO,UPI,Bangalore
T9162,U130,2021-12-14,Expense,Others,6398,NO,NO,BANK TRANSFER,Lucknow
T5987,U078,2022-12-30,Expense,Rent,4556,NO,NO,CARD,Bangalore
T0676,U034,2023-02-07,Expense,Investment,30233,NO,NO,CASH,Chennai
T11063,U087,2024-12-25,Expense,Health,3285,NO,NO,CASH,Kolkata
T12257,U130,2021-05-27,Expense,Utilities,1945,NO,NO,CARD,Bangalore
T1181,U042,2021-05-29,Expense,Travel,949,NO,NO,CASH,Hyderabad
T2803,U109,2022-11-11,Expense,Utilities,4484,NO,NO,CARD,Jaipur
T9763,U059,2022-04-06,Expense,Utilities,7317,NO,NO,UNKNOWN,Delhi
T10481,U033,2022-10-31,Expense,Investment,1716,NO,NO,CARD,Kolkata
T4396,U100,2021-02-27,Expense,Travel,3935,NO,NO,CARD,Lucknow
T1657,U023,2021-01-02,Expense,Rent,2601,NO,NO,CARD,Lucknow
T11099,U014,2023-11-01,Expense,Rent,8816,NO,NO,BANK TRANSFER,Chennai
T5708,U134,2021-10-14,Income,Travel,65084,NO,NO,CARD,Chennai
T3049,U093,2024-01-02,Expense,Entertainment,9129,NO,NO,CARD,Chennai
T0358,U097,2022-10-23,Expense,Food,8337,NO,NO,UPI,Chennai
T5718,U087,2022-05-13,Expense,Rent,1762,NO,NO,UPI,Chennai
T11673,U004,2021-05-22,Income,Rent,67081,NO,NO,CARD,Mumbai
T0974,U132,2023-01-12,Expense,Food,692,NO,NO,UPI,Lucknow
T0469,U082,2024-10-23,Expense,Salary,0,NO,NO,UPI,Ahmedabad
T12524,U086,2024-09-19,Expense,Others,9236,NO,NO,CARD,Pune
T6614,U004,2021-01-13,Income,Investment,79465,NO,NO,CASH,Jaipur
T2389,U002,2022-12-08,Expense,Food,5150,NO,NO,UPI,Bangalore
T5010,U123,2024-02-13,Expense,Bonus,2109,NO,NO,CASH,Bangalore
T13225,U109,2023-10-19,Expense,Rent,4418,NO,NO,UPI,Bangalore
T5352,U148,2023-01-03,Expense,Bonus,1833,NO,NO,CASH,Lucknow
T5490,U028,2023-05-16,Expense,Food,1053,NO,NO,CARD,Mumbai
T12343,U071,2023-08-12,Expense,Education,2508,NO,NO,CARD,Bangalore
T9155,U037,2023-07-31,Expense,Rent,28481,NO,NO,CASH,Hyderabad
T3578,U133,2021-06-08,Expense,Food,4058,NO,NO,BANK TRANSFER,Lucknow
T5780,U037,2024-10-24,Expense,Entertainment,6102,NO,NO,BANK TRANSFER,Bangalore
T5478,U027,2022-07-29,Income,Health,43965,NO,NO,BANK TRANSFER,Bangalore
T1067,U032,2022-09-05,Expense,Others,9496,NO,NO,UPI,Pune
T0654,U031,2023-01-01,Expense,Food,8687,NO,NO,CASH,Hyderabad
T11518,U079,2024-01-16,Expense,Rent,2758,NO,NO,CARD,Delhi
T11061,U014,2023-04-16,Income,Food,47132,NO,NO,UNKNOWN,Chennai
T1676,U073,2022-11-30,Expense,Entertainment,11911,NO,NO,CASH,Jaipur
T3230,U005,2022-07-31,Expense,Travel,48712,NO,NO,CARD,Delhi
T6346,U113,2021-01-01,Expense,Utilities,999999,NO,YES,CASH,Unknown
T8539,U147,2023-11-26,Expense,Food,8504,NO,NO,UPI,Pune
T13967,U116,2022-02-22,Income,Travel,67600,NO,NO,BANK TRANSFER,Lucknow
T6204,U090,2024-01-27,Expense,Food,26756,NO,NO,UPI,Kolkata
T1945,U096,2023-04-08,Expense,Education,7489,NO,NO,BANK TRANSFER,Kolkata
T3911,U105,2024-01-26,Expense,Rent,8296,NO,NO,CASH,Chennai
T2573,U056,2021-10-31,Expense,Education,713,NO,NO,CASH,Bangalore
T0178,U038,2024-08-04,Income,Rent,55071,NO,NO,BANK TRANSFER,Mumbai
T8127,U063,2024-05-04,Expense,Bonus,2947,NO,NO,CASH,Kolkata
T6350,U136,2023-02-04,Expense,Education,4792,NO,NO,BANK TRANSFER,Ahmedabad
T5518,U092,2021-05-15,Expense,Entertainment,9636,NO,NO,CARD,Mumbai
T10264,U017,2023-08-30,Expense,Rent,5477,NO,NO,BANK TRANSFER,Pune
T1955,U044,2024-12-31,Expense,Savings,4494,NO,NO,BANK TRANSFER,Hyderabad
T9849,U007,2022-01-11,Expense,Food,711,NO,NO,BANK TRANSFER,Unknown
T11034,U083,2022-06-21,Expense,Travel,6183,NO,NO,CARD,Jaipur
T5106,U051,2023-02-14,Expense,Utilities,380,NO,NO,BANK TRANSFER,Bangalore
T3932,U108,2021-06-21,Expense,Utilities,5827,NO,NO,CASH,Lucknow
T5553,U106,2024-12-18,Expense,Travel,8779,NO,NO,CASH,Delhi
T6799,U138,2024-10-09,Expense,Salary,3456,NO,NO,CARD,Delhi
T2840,U150,2024-07-11,Income,Freelance,53734,NO,NO,BANK TRANSFER,Chennai
T7179,U040,2023-10-08,Expense,Entertainment,278,NO,NO,UPI,Chennai
T9279,U034,2022-08-10,Expense,Food,3999,NO,NO,CARD,Unknown
T1390,U093,2021-12-26,Expense,Others,-1000,YES,NO,CASH,Bangalore
T5109,U002,2022-02-28,Expense,Entertainment,1735,NO,NO,BANK TRANSFER,Ahmedabad
T6118,U070,2022-11-25,Income,Rent,76678,NO,NO,UPI,Bangalore
T7554,U114,2023-10-22,Expense,Rent,1961,NO,NO,BANK TRANSFER,Pune
T3374,U103,2024-06-15,Income,Rent,76200,NO,NO,UPI,Kolkata
T4756,U115,2022-08-24,Expense,Utilities,2909,NO,NO,UPI,Kolkata
T12915,U087,2021-06-26,Expense,Food,9396,NO,NO,UPI,Pune
T0015,U011,2023-05-09,Expense,Food,5247,NO,NO,UPI,Delhi
T11263,U142,2024-03-13,Expense,Travel,3977,NO,NO,CASH,Chennai
T13471,U059,2021-08-10,Expense,Savings,8517,NO,NO,CASH,Kolkata
T3075,U057,2021-06-02,Income,Rent,78937,NO,NO,CASH,Lucknow
T12872,U079,2022-01-18,Expense,Travel,4184,NO,NO,UPI,Delhi
T1542,U057,2023-05-23,Expense,Travel,7946,NO,NO,CASH,Bangalore
T0980,U017,2022-07-29,Expense,Travel,229,NO,NO,UPI,Bangalore
T9729,U096,2023-06-03,Income,Entertainment,31924,NO,NO,BANK TRANSFER,Kolkata
T9809,U102,2022-05-10,Expense,Entertainment,298,NO,NO,CARD,Pune
T5702,U104,2024-08-12,Expense,Freelance,5852,NO,NO,UPI,Mumbai
T7185,U074,2023-02-11,Expense,Rent,2050,NO,NO,BANK TRANSFER,Unknown
T0257,U139,2022-01-24,Expense,Investment,9908,NO,NO,CARD,Kolkata
T10926,U044,2021-06-16,Expense,Entertainment,8165,NO,NO,UPI,Pune
T6883,U060,2021-12-23,Expense,Rent,9158,NO,NO,BANK TRANSFER,Hyderabad
T11999,U027,2024-08-13,Expense,Food,8301,NO,NO,CASH,Lucknow
T5077,U041,2021-12-14,Expense,Rent,22027,NO,NO,UPI,Ahmedabad
T10754,U056,2022-12-16,Expense,Others,38411,NO,NO,CARD,Chennai
T2545,U143,2022-06-13,Expense,Food,2456,NO,NO,BANK TRANSFER,Mumbai
T13519,U117,2021-09-08,Expense,Rent,4571,NO,NO,CARD,Lucknow
T7981,U131,2024-09-11,Expense,Uncategorised,8782,NO,NO,CASH,Kolkata
T6999,U097,2024-11-27,Expense,Rent,5623,NO,NO,CASH,Unknown
T2570,U109,2024-06-04,Expense,Investment,5005,NO,NO,UNKNOWN,Pune
T8049,U131,2024-07-17,Income,Food,76448,NO,NO,CARD,Pune
T8497,U033,2021-08-31,Expense,Others,4574,NO,NO,UPI,Pune
T1578,U020,2024-08-06,Expense,Travel,2464,NO,NO,CARD,Hyderabad
T5827,U042,2022-07-12,Expense,Uncategorised,4434,NO,NO,UPI,Mumbai
T0501,U105,2022-08-27,Expense,Bonus,4682,NO,NO,CASH,Kolkata
T7763,U067,2023-11-11,Expense,Rent,3667,NO,NO,UPI,Lucknow
T8070,U036,2024-01-03,Expense,Others,1957,NO,NO,CARD,Hyderabad
T1508,U111,2024-10-01,Expense,Entertainment,1564,NO,NO,CARD,Mumbai
T7394,U102,2021-03-06,Expense,Salary,3482,NO,NO,BANK TRANSFER,Mumbai
T10114,U129,2024-01-14,Expense,Food,33748,NO,NO,UPI,Delhi
T12865,U034,2022-08-13,Expense,Education,5564,NO,NO,CASH,Mumbai
T13717,U033,2021-11-04,Expense,Entertainment,9866,NO,NO,CASH,Bangalore
T9025,U150,2023-07-05,Expense,Utilities,4755,NO,NO,UPI,Hyderabad
T11407,U034,2023-02-04,Expense,Bonus,2315,NO,NO,CARD,Mumbai
T5864,U035,2021-12-11,Expense,Education,1947,NO,NO,CARD,Ahmedabad
T9173,U127,2022-10-17,Expense,Rent,1532,NO,NO,BANK TRANSFER,Hyderabad
T0022,U032,2022-09-08,Expense,Bonus,1092,NO,NO,CARD,Pune
T5503,U104,2022-09-08,Expense,Rent,2855,NO,NO,CARD,Ahmedabad
T11503,U073,2023-03-17,Expense,Food,7304,NO,NO,BANK TRANSFER,Kolkata
T9726,U019,2023-07-25,Expense,Travel,2561,NO,NO,UPI,Chennai
T10002,U102,2024-05-11,Expense,Rent,3364,NO,NO,CASH,Delhi
T10924,U079,2021-08-28,Expense,Utilities,23873,NO,NO,BANK TRANSFER,Pune
T1321,U037,2022-07-25,Expense,Travel,474,NO,NO,BANK TRANSFER,Lucknow
T11551,U064,2024-12-04,Income,Rent,78639,NO,NO,CASH,Mumbai
T12934,U081,2021-08-06,Expense,Rent,8219,NO,NO,CASH,Bangalore
T1331,U134,2021-08-01,Expense,Education,3878,NO,NO,CARD,Lucknow
T0123,U085,2021-07-15,Income,Travel,177959,NO,NO,CASH,Hyderabad
T9203,U128,2021-07-26,Expense,Rent,2804,NO,NO,UPI,Bangalore
T0779,U084,2021-04-15,Expense,Education,8520,NO,NO,CASH,Pune
T6657,U093,2023-07-05,Expense,Rent,2063,NO,NO,UNKNOWN,Mumbai
T3723,U101,2024-07-14,Expense,Food,311,NO,NO,UPI,Pune
T10159,U092,2021-09-19,Expense,Investment,43459,NO,NO,CASH,Unknown
T9306,U110,2024-07-24,Expense,Salary,4420,NO,NO,UPI,Jaipur
T7400,U049,2024-03-22,Expense,Others,1844,NO,NO,BANK TRANSFER,Kolkata
T8639,U013,2024-12-13,Expense,Food,4678,NO,NO,CARD,Lucknow
T2625,U068,2021-04-14,Expense,Entertainment,0,NO,NO,UPI,Bangalore
T11963,U082,2022-10-04,Expense,Food,4221,NO,NO,BANK TRANSFER,Kolkata
T5942,U141,2022-08-30,Expense,Savings,9615,NO,NO,CASH,Pune
T8813,U042,2024-04-23,Expense,Food,7504,NO,NO,UPI,Lucknow
T13871,U148,2024-09-04,Expense,Savings,8890,NO,NO,UPI,Ahmedabad
T1962,U050,2023-09-29,Expense,Education,4097,NO,NO,UPI,Jaipur
T6572,U057,2023-08-10,Expense,Travel,8584,NO,NO,CARD,Unknown
T12928,U012,2021-01-09,Expense,Investment,5056,NO,NO,CASH,Lucknow
T11193,U027,2022-03-24,Expense,Education,-1000,YES,NO,UPI,Pune
T5380,U086,2024-06-07,Expense,Travel,2374,NO,NO,UPI,Mumbai
T10771,U014,2024-10-08,Expense,Health,2453,NO,NO,UPI,Lucknow
T3122,U033,2021-03-04,Expense,Bonus,7836,NO,NO,CARD,Chennai
T11830,U058,2023-11-24,Expense,Freelance,6776,NO,NO,CARD,Kolkata
T11171,U024,2023-06-18,Expense,Rent,8970,NO,NO,CASH,Kolkata
T12093,U130,2021-07-13,Expense,Food,19280,NO,NO,BANK TRANSFER,Hyderabad
T7524,U033,2023-12-29,Expense,Entertainment,2420,NO,NO,CASH,Jaipur
T12040,U131,2022-04-11,Expense,Rent,999999,NO,YES,UNKNOWN,Kolkata
T2933,U141,2024-01-08,Expense,Food,6054,NO,NO,BANK TRANSFER,Hyderabad
T3033,U121,2022-12-12,Expense,Food,2226,NO,NO,CARD,Unknown
T7819,U036,2024-06-24,Expense,Rent,9742,NO,NO,CARD,Kolkata
T9880,U042,2022-08-13,Expense,Food,41804,NO,NO,CARD,Kolkata
T8119,U061,2022-04-16,Income,Utilities,64163,NO,NO,CARD,Lucknow
T10214,U035,2021-07-16,Expense,Food,8816,NO,NO,CASH,Chennai
T0489,U007,2022-02-06,Income,Rent,59444,NO,NO,BANK TRANSFER,Ahmedabad
T5590,U139,2022-08-27,Expense,Others,8562,NO,NO,BANK TRANSFER,Kolkata
T6976,U019,2024-05-13,Expense,Entertainment,8903,NO,NO,CARD,Kolkata
T0004,U091,2022-01-07,Expense,Food,4110,NO,NO,CARD,Mumbai
T6645,U131,2022-09-13,Income,Salary,28507,NO,NO,CARD,Delhi
T1860,U053,2024-01-17,Expense,Food,1218,NO,NO,BANK TRANSFER,Lucknow
T1533,U095,2023-03-17,Expense,Entertainment,177,NO,NO,UPI,Chennai
T8654,U014,2021-12-27,Expense,Rent,3768,NO,NO,CASH,Hyderabad
T8402,U021,2024-06-23,Income,Rent,16637,NO,NO,UPI,Unknown
T1910,U088,2023-05-02,Expense,Entertainment,3657,NO,NO,UPI,Delhi
T6896,U089,2021-07-27,Expense,Utilities,6758,NO,NO,CASH,Hyderabad
T10436,U035,2024-08-28,Income,Education,808886,NO,YES,BANK TRANSFER,Pune
T13852,U143,2022-05-25,Expense,Food,8854,NO,NO,BANK TRANSFER,Ahmedabad
T9108,U079,2023-04-17,Income,Others,49389,NO,NO,CARD,Chennai
T3166,U105,2023-08-09,Expense,Food,8088,NO,NO,UNKNOWN,Hyderabad
T4829,U104,2022-12-28,Expense,Utilities,1281,NO,NO,UPI,Mumbai
T0447,U025,2024-09-22,Expense,Utilities,5386,NO,NO,BANK TRANSFER,Chennai
T12899,U108,2023-09-09,Expense,Food,6624,NO,NO,BANK TRANSFER,Chennai
T7499,U064,2023-09-30,Expense,Travel,6154,NO,NO,BANK TRANSFER,Mumbai
T9772,U110,2022-01-21,Expense,Entertainment,9518,NO,NO,CASH,Lucknow
T7720,U059,2021-10-07,Income,Rent,22403,NO,NO,BANK TRANSFER,Pune
T11912,U078,2023-11-01,Expense,Food,5584,NO,NO,CARD,Hyderabad
T12987,U085,2022-03-30,Expense,Food,8154,NO,NO,UPI,Mumbai
T0411,U130,2021-08-24,Expense,Travel,6776,NO,NO,UNKNOWN,Lucknow
T3961,U056,2021-07-02,Expense,Rent,2857,NO,NO,UNKNOWN,Jaipur
T7955,U055,2024-11-23,Expense,Freelance,7743,NO,NO,BANK TRANSFER,Jaipur
T4126,U021,2022-06-05,Income,Rent,17241,NO,NO,UPI,Pune
T1522,U068,2022-12-26,Expense,Health,2598,NO,NO,UPI,Kolkata
T6714,U116,2021-07-29,Expense,Entertainment,1248,NO,NO,CARD,Pune
T13651,U038,2024-03-01,Expense,Travel,7187,NO,NO,BANK TRANSFER,Jaipur
T7789,U040,2021-08-17,Expense,Entertainment,5814,NO,NO,BANK TRANSFER,Chennai
T8571,U007,2022-06-10,Income,Bonus,36756,NO,NO,UPI,Chennai
T2979,U147,2022-07-11,Expense,Travel,6011,NO,NO,UPI,Delhi
T4177,U078,2021-12-24,Expense,Travel,515,NO,NO,CASH,Jaipur
T9146,U131,2022-10-12,Expense,Entertainment,4399,NO,NO,CARD,Delhi
T11326,U079,2024-07-03,Income,Utilities,13166,NO,NO,CARD,Kolkata
T11426,U142,2022-11-17,Expense,Misc,763,NO,NO,CARD,Pune
T13057,U119,2023-05-09,Expense,Utilities,1175,NO,NO,UPI,Unknown
T11969,U072,2021-12-14,Expense,Rent,5648,NO,NO,UNKNOWN,Kolkata
T7242,U125,2024-01-21,Expense,Travel,793,NO,NO,CASH,Kolkata
T6126,U052,2021-10-27,Expense,Food,2305,NO,NO,BANK TRANSFER,Lucknow
T2186,U002,2023-02-22,Expense,Rent,10099,NO,NO,BANK TRANSFER,Chennai
T7080,U123,2021-08-18,Expense,Education,3777,NO,NO,CASH,Hyderabad
T3292,U084,2024-12-06,Expense,Travel,681,NO,NO,BANK TRANSFER,Pune
T8440,U075,2024-02-28,Expense,Freelance,7331,NO,NO,CARD,Pune
T9657,U097,2022-02-26,Expense,Rent,7561,NO,NO,UPI,Jaipur
T5789,U112,2023-05-05,Income,Education,25785,NO,NO,CASH,Delhi
T13384,U071,2021-12-20,Expense,Food,1759,NO,NO,CARD,Bangalore
T9058,U033,2021-04-01,Expense,Entertainment,9721,NO,NO,BANK TRANSFER,Delhi
T1517,U067,2021-11-02,Expense,Utilities,7661,NO,NO,CARD,Delhi
T9814,U079,2024-06-06,Expense,Rent,7753,NO,NO,CARD,Bangalore
T12914,U088,2024-07-03,Expense,Utilities,999999999,NO,YES,CARD,Kolkata
T8949,U116,2022-02-22,Expense,Bonus,25541,NO,NO,CARD,Hyderabad
T11582,U056,2023-06-10,Expense,Entertainment,7931,NO,NO,UNKNOWN,Bangalore
T11214,U085,2024-02-17,Expense,Utilities,5409,NO,NO,CARD,Lucknow
T13707,U020,2021-04-05,Expense,Others,3841,NO,NO,BANK TRANSFER,Hyderabad
T10496,U034,2024-03-23,Expense,Rent,2696,NO,NO,BANK TRANSFER,Chennai
T12715,U025,2023-10-12,Expense,Utilities,8479,NO,NO,CASH,Bangalore
T13805,U030,2021-06-21,Expense,Food,6848,NO,NO,CARD,Mumbai
T9112,U091,2023-12-22,Expense,Travel,8715,NO,NO,CASH,Bangalore
T13575,U035,2021-02-13,Expense,Food,6650,NO,NO,CASH,Chennai
T11057,U042,2021-12-13,Expense,Food,7718,NO,NO,CASH,Delhi
T12809,U031,2024-04-09,Expense,Uncategorised,140,NO,NO,CARD,Bangalore
T4380,U062,2022-06-05,Expense,Food,29435,NO,NO,CASH,Ahmedabad
T13574,U092,2023-11-01,Expense,Utilities,5452,NO,NO,UPI,Jaipur
T11217,U052,2022-09-17,Expense,Utilities,5081,NO,NO,CASH,Mumbai
T10740,U054,2021-03-03,Expense,Food,8302,NO,NO,CASH,Lucknow
T1889,U019,2022-12-05,Expense,Health,4869,NO,NO,CARD,Unknown
T2350,U085,2024-12-23,Expense,Food,8373,NO,NO,UPI,Chennai
T11103,U112,2024-06-13,Expense,Salary,4058,NO,NO,CARD,Lucknow
T7234,U040,2024-02-23,Income,Food,66825,NO,NO,UNKNOWN,Pune
T13807,U115,2024-10-15,Income,Savings,22787,NO,NO,CARD,Ahmedabad
T12060,U058,2024-10-07,Income,Investment,19568,NO,NO,CARD,Bangalore
T13013,U019,2022-08-10,Expense,Entertainment,3002,NO,NO,UPI,Ahmedabad
T0477,U054,2021-08-29,Expense,Rent,5249,NO,NO,CARD,Mumbai
T3781,U030,2023-11-18,Expense,Education,7123,NO,NO,CASH,Pune
T2434,U141,2021-12-03,Expense,Health,3872,NO,NO,CASH,Lucknow
T2838,U117,2023-08-16,Expense,Rent,1680,NO,NO,CARD,Mumbai
T9871,U108,2023-03-20,Income,Health,75222,NO,NO,BANK TRANSFER,Hyderabad
T13389,U025,2023-02-15,Expense,Travel,4329,NO,NO,BANK TRANSFER,Lucknow
T13237,U058,2023-08-03,Expense,Rent,4578,NO,NO,BANK TRANSFER,Hyderabad
T3448,U078,2022-12-22,Income,Savings,18566,NO,NO,CARD,Jaipur
T12377,U069,2024-11-23,Expense,Travel,3217,NO,NO,CARD,Chennai
T10079,U091,2021-04-23,Expense,Rent,8293,NO,NO,CASH,Delhi
T6724,U077,2021-06-01,Expense,Rent,1880,NO,NO,UPI,Jaipur
T2487,U101,2024-11-16,Expense,Uncategorised,8553,NO,NO,CASH,Lucknow
T6842,U141,2024-09-08,Expense,Others,8723,NO,NO,UPI,Pune
T12071,U028,2022-04-25,Expense,Food,8562,NO,NO,CASH,Delhi
T6415,U036,2023-11-01,Expense,Utilities,6408,NO,NO,CARD,Ahmedabad
T1237,U101,2023-12-30,Expense,Education,7478,NO,NO,CARD,Kolkata
T8590,U039,2023-10-26,Income,Rent,0,NO,NO,CARD,Jaipur
T7075,U114,2023-07-25,Expense,Utilities,2081,NO,NO,CASH,Pune
T10270,U132,2023-09-23,Income,Food,45748,NO,NO,BANK TRANSFER,Hyderabad
